,LSOA21CD,IMD_decile,Percent no qualifications 16 and over,Percent bad and very band health,Population density per km,Percent lone family household
440,E01000457,7,14.91803279,5.195402299,7135.7,3.815937149
441,E01000458,10,14.78060046,4.285714286,2023.1,3.307086614
442,E01000459,6,18.58853182,4.861111111,3827.5,4.861878453
443,E01000460,10,10.1842871,2.379064235,767.4,4.120267261
444,E01000461,10,13.34841629,3.353658537,6604.2,4.755784062
445,E01000462,7,15.90649943,6.426484907,779.9,2.699228792
446,E01000463,10,11.19920714,2.478017586,3155.9,3.011093502
447,E01000464,3,22.72727273,5.467720685,4730,2.092675635
448,E01000465,3,21.98142415,7.383343178,4276,2.386934673
449,E01000466,3,19.84555985,4.436660829,340.4,5.498281787
450,E01000467,4,20.33359809,5.005959476,334.2,6.544901065
451,E01000468,5,13.94345951,2.89904502,497,3.827751196
452,E01000469,5,16.38330757,3.509781358,1418.9,4.890387858
453,E01000470,2,22.34927235,5.500381971,400.9,2.907915994
454,E01000471,4,27.82369146,3.542392567,149.6,5.24691358
455,E01000472,4,20.02135611,3.244592346,282.2,4.517704518
456,E01000473,3,36.91886964,3.512014787,1453,4.413793103
457,E01000474,4,35.26259378,3.036971831,685,5.021520803
458,E01000475,3,27.27272727,3.391427226,2707.9,4.021164021
459,E01000476,4,35.57744937,3.961748634,245.5,3.607503608
460,E01000477,2,36.40724947,2.777777778,758.7,3.727714749
461,E01000478,3,31.98019802,2.688809806,1862.2,4.58488228
462,E01000479,6,19.27297668,3.638430927,1870.7,2.857142857
463,E01000480,6,17.40370899,3.55450237,270.8,4.233576642
464,E01000481,3,18.62667719,4.220183486,4630.7,2.982954545
465,E01000483,2,24.64985994,5.879180151,2736.7,2.450980392
466,E01000484,3,24.33004231,8.045325779,3873,4.269081501
467,E01000485,4,27.42299023,5.930087391,231.4,2.873563218
468,E01000486,6,19.11658219,3.180212014,368.1,4.71281296
469,E01000487,4,22.31812577,5.083039758,291.5,3.554119548
470,E01000488,4,16.56934307,3.276699029,2011.7,4.488778055
471,E01000489,5,13.55463347,6.705202312,3638.1,5.222929936
472,E01000490,4,15.64356436,4.796839729,332.2,3.271028037
473,E01000491,5,14.57845433,4.211035818,1093.3,2.592087312
474,E01000492,6,14.31353457,3.689167975,1642.5,2.98245614
475,E01000493,7,16.74347158,3.759398496,2977.2,5.380577428
476,E01000494,4,20.58226134,5.042492918,3141.1,5.807365439
477,E01000495,3,18.23486506,6.788183532,510.8,5.380577428
478,E01000497,3,24.34247342,4.299516908,312.9,3.779069767
479,E01000498,1,33.28050713,4.275534442,501,3.138373752
480,E01000499,1,26.71280277,4.957805907,4039.7,3.87409201
481,E01000501,2,20.95846645,4.775972427,1856.1,4.740200547
482,E01000502,2,21.29496403,3.833865815,782.5,4.447439353
483,E01000503,2,22.46246246,5.157593123,3699.1,5.405405405
484,E01000504,4,14.85832757,3.557531962,3629.6,5.344418052
485,E01000505,4,19.42179392,4.952267303,2241.8,3.80952381
486,E01000506,2,24.6585736,5.069402535,558.8,4.33604336
487,E01000507,4,18.1066867,4.26716141,1120.8,5.665349144
488,E01000508,1,25.08161045,5.355776588,7930.4,3.93081761
489,E01000509,1,29.69957082,5.702364395,359.3,5.024509804
490,E01000510,1,29.10618793,5.322966507,2882.2,3.18627451
491,E01000511,2,25.46816479,3.893905192,3733.8,3.826787513
492,E01000512,4,16.32363378,4.107981221,2748.4,4.493307839
493,E01000513,4,23.8410596,5.780691299,1962.4,4.292527822
494,E01000514,5,19.40063091,3.250478011,3790.6,4.106972302
495,E01000515,3,24.2506812,4.906666667,520.5,3.004807692
496,E01000516,4,20.72593372,3.02771855,3155.9,4.024144869
497,E01000517,6,23.30097087,3.203943315,1456.2,4.391468005
498,E01000518,4,23.59974827,6.422976501,1273.2,4.454865182
499,E01000519,3,21.11455108,4.570293095,2463.9,5.303030303
500,E01000520,3,20.41728763,5.903398927,286.5,4.501607717
501,E01000521,1,26.62229617,7.648351648,1707.4,3.812824957
502,E01000522,2,23.4947644,5.17578125,3487.7,4.031209363
503,E01000523,1,28.24601367,4.830287206,25.9,3.274215553
504,E01000524,1,24.98693152,4.911267024,956.8,4.572271386
505,E01000525,2,21.51202749,4.967602592,1113.8,1.701323251
506,E01000526,1,25.24723677,8.025535796,1784.8,1.263823065
507,E01000527,1,26.07788595,5.804046858,756.2,4.26716141
508,E01000528,1,19.21944035,5.684454756,113.4,3.606102635
509,E01000530,6,17.76718856,3.461538462,34.6,3.058510638
510,E01000531,3,20.79141516,7.226236798,1271.3,3.609022556
511,E01000532,4,12.79163315,4.572564612,1927.5,3.210272873
512,E01000533,1,25.50607287,6.48574057,40.4,2.535211268
513,E01000534,5,14.60272011,3.373356204,2320.8,4.767309875
514,E01000535,3,21.23575285,3.898635478,3631.6,3.924646782
515,E01000536,7,14.82334869,4.035874439,132.8,3.607503608
516,E01000538,8,15.64465409,2.899444787,257,2.89017341
517,E01000539,7,18.36419753,4.559848005,4310,2.429149798
518,E01000540,8,14.94345719,3.571428571,4601.3,2.857142857
519,E01000541,5,21.86963979,4.47125621,3704.4,3.80952381
520,E01000543,5,24.16356877,3.501228501,3507.2,2.947368421
521,E01000544,3,18.00281294,4.912478826,1876.3,1.200686106
522,E01000545,2,16.8207024,3.59187923,1591.7,3.180661578
523,E01000546,3,15.94827586,4.56482045,3475,4.396843292
524,E01000547,5,13.64653244,4.833836858,4915.9,2.571428571
525,E01000548,2,17.57075472,4.891578417,1122.3,4.419889503
526,E01000549,6,11.07533806,3.362734289,119.1,2.364394993
527,E01000550,2,18.98285038,6.923837784,2521.1,4.761904762
528,E01000551,3,19.48895626,6.08154803,393.7,2.279202279
529,E01000552,3,16.68114683,4.695767196,2176.8,5
530,E01000553,2,22.76229994,4.848188051,183.8,2.971768202
531,E01000554,3,18.54475209,4.568527919,358.2,4.174573055
532,E01000555,5,18.0620155,3.656998739,227.2,4.663212435
533,E01000556,2,25.09695291,3.303015797,174.6,3.532875368
534,E01000557,3,23.9418825,4.669887279,1481.5,3.422053232
535,E01000558,3,17.0880558,4.888569375,369.4,3.46907994
536,E01000559,4,17.40890688,7.686729514,3057.5,2.663438257
537,E01000560,4,11.2890923,3.585147247,2903.6,3.083700441
538,E01000561,4,15.9554731,3.871966959,341.7,3.139717425
539,E01000562,7,15.39657854,3.777335984,5747.9,2.65625
540,E01000563,8,14.87964989,3.217665615,2339.4,2.649930265
541,E01000564,4,18.49206349,2.89408867,1647.1,4.333868379
542,E01000565,4,19.03594771,5.088062622,5890.8,4.580152672
543,E01000566,6,18.12548412,3.548387097,4794.6,2.613480055
544,E01000567,4,18.26320501,4.136947218,1003.1,7.132667618
545,E01000568,7,10.6199187,2.527075812,7115.5,0.960219479
546,E01000569,8,15.81027668,3.711340206,3583.5,0.726392252
547,E01000570,3,21.85628743,4.521963824,3402.5,1.118568233
548,E01000571,4,22.91529875,4.258943782,1138.3,1.27064803
549,E01000572,6,15.69620253,3.137516689,942.7,1.079489696
550,E01000573,5,20.1317716,2.333931777,3686.2,3.49907919
551,E01000574,5,21.37518685,3.32326284,1829.1,2.496328928
552,E01000575,4,23.6332574,2.506963788,1394.5,1.862197393
553,E01000576,5,18.83408072,3.681963714,1257.6,3.817914831
554,E01000577,2,21.14676486,4.951644101,1136.5,1.037344398
555,E01000578,3,21.29277567,8.94239037,434.8,3.03030303
556,E01000579,4,13.44410876,3.526448363,1712.5,3.443877551
557,E01000580,5,12.43177683,3.451581975,192,2.555555556
558,E01000581,5,9.159034138,4.428288169,4577.3,2.749638205
559,E01000582,6,9.154929577,2.160994057,214.8,3.025718608
560,E01000583,5,11.1239861,3.317073171,100.4,3.621169916
561,E01000584,6,17.84,4.102564103,3125.7,4.09731114
562,E01000585,5,11.47811726,4.321808511,4176.7,1.772525849
563,E01000586,3,11.87374749,3.613445378,521,5.637982196
564,E01000587,5,24.26470588,3.2,1082.5,4.011461318
565,E01000589,5,25.13189448,3.413103178,4186.5,6.188466948
566,E01000590,6,21.72824045,4.651162791,84.1,2.640264026
567,E01000591,4,24.21700224,3.20953691,1363.6,4.360465116
568,E01000592,4,22.94973545,4.091653028,249.2,2.480916031
569,E01000593,4,23.78752887,4.243281471,229.4,2.618328298
570,E01000594,4,26.98730795,2.698237885,946.1,3.278688525
571,E01000595,1,26.08353034,5.826330532,737.4,3.576982893
572,E01000596,1,27.27272727,6.277056277,128.5,3.102961918
573,E01000599,2,21.41900937,6.140815246,2167.7,2.790697674
574,E01000601,1,26.80221811,7.225433526,4860.4,1.937984496
575,E01000602,2,25.2360515,6.048109966,243,3.318250377
576,E01000603,1,26.65441176,5.947441217,4013.4,6.148055207
577,E01000604,1,22.28782288,5.69292697,740.7,1.835985312
578,E01000605,1,28.28571429,7.434733258,2865.3,4.448938322
579,E01000606,3,26.53594771,3.044871795,3678.3,4.787234043
580,E01000607,4,22.08472156,3.085229464,4645.4,6.078431373
581,E01000608,3,24.2796158,5.988023952,1236.1,4.107648725
582,E01000609,4,21.84115523,3.883495146,3934.4,4.174228675
583,E01000610,3,22.68571429,6.730769231,5387.7,3.780068729
584,E01000611,5,19.23326836,3.316062176,2286.6,4.295302013
585,E01000612,3,23.07692308,4.020385051,1367.5,5.270655271
586,E01000613,3,22.23816356,3.988603989,4122.2,8.547008547
587,E01000615,6,11.97822142,2.286967419,5791.2,4.928131417
588,E01000616,3,19.22841396,3.047520661,3182.3,6.929347826
589,E01000617,4,23.65648051,3.929359823,403.9,5.359661495
590,E01000618,3,27.02312139,3.27966607,2462.7,4.421326398
591,E01000619,3,25.8684405,3.948143783,492.9,3.740648379
592,E01000620,4,28.47503374,5.771428571,523,2.936630603
593,E01000621,3,28.24478816,3.423522916,5995.3,4.559748428
594,E01000622,2,28.21956369,3.787878788,511.4,2.635914333
595,E01000623,5,20.83058668,3.02869288,1596.4,4.833836858
596,E01000624,5,25.8041958,4.753722795,1580.3,5.490196078
597,E01000625,3,25.41757444,4.366028708,349.4,5.309734513
598,E01000626,1,26.25,5.498059508,142.1,3.787878788
599,E01000627,1,28.4166165,5.078125,205.5,3.285714286
600,E01000628,1,28.03547067,5.206564799,4156.6,6.896551724
601,E01000629,4,25.14001245,3.034901366,1846.1,3.607666291
602,E01000630,3,23.94618834,3.516483516,4946.2,6.142034549
603,E01000631,5,24.15402567,3.766296475,2380.4,7.075471698
604,E01000632,3,35.8812074,3.346774194,2267.6,5.792682927
605,E01000633,3,35.54246441,2.599388379,767.6,5.249343832
606,E01000634,3,24.07231208,3.367385547,889.4,3.567318757
607,E01000636,4,25.46142925,3.537101115,344,5.377906977
608,E01000637,3,23.1629393,5.511288181,2618.6,5.426356589
609,E01000638,2,24.63855422,4.76858345,157.3,3.846153846
610,E01000639,4,19.48503827,3.61516035,3036.1,5.666666667
611,E01000640,1,31.37254902,3.88261851,5667.2,2.849002849
612,E01000641,2,22.96492389,4.925602873,1314.2,5.166051661
613,E01000642,2,17.41602067,3.52303523,1933.9,4.414003044
614,E01000643,1,21.40033879,7.232142857,4573.4,5.906313646
615,E01000644,3,18.94409938,4.341004184,2756.2,9.003831418
616,E01000645,10,7.928388747,1.311249137,5886.4,4.166666667
617,E01000646,9,9.966101695,4.649890591,2712.2,6.109979633
618,E01000647,9,11.18721461,1.933216169,3124.2,5.088495575
619,E01000648,9,9.786950732,2.276336686,2640,5.328596803
620,E01000649,9,10.11508177,3.043478261,1947.7,4.356846473
621,E01000650,9,11.30670278,3.601108033,2890.7,5.095541401
622,E01000651,8,13.62984218,4.87804878,2817.3,6.862745098
623,E01000652,10,13.2278936,2.571595558,1421.6,3.351955307
624,E01000653,10,11.7274168,5.191434134,1710.2,2.402402402
625,E01000654,8,13.9941691,3.543913713,565.6,5.115511551
626,E01000655,8,14.54202077,3.461249059,5750,4.606240713
627,E01000656,9,16.4516129,3.050397878,1306.6,3.351955307
628,E01000657,6,17.28682171,2.797202797,491,4.884792627
629,E01000658,9,19.91416309,5.263157895,610.1,4.487179487
630,E01000659,9,13.94148021,2.798634812,389.2,3.534031414
631,E01000661,3,21.35367016,6.638267661,398.2,3.582554517
632,E01000662,7,16.66666667,4.159733777,2497.5,4.663212435
633,E01000663,6,19.52887538,5.770374777,741,4.173106646
634,E01000664,7,17.58832565,3.843843844,80.1,2.978235968
635,E01000665,8,14.43779108,3.229278794,1270.8,5.241935484
636,E01000666,10,13.79310345,2.961396087,1626.2,3.937947494
637,E01000667,10,13.47262248,2.649006623,149.5,4.207920792
638,E01000668,7,12.06115515,3.647005853,1694,2.230483271
639,E01000669,8,11.3832853,3.400576369,2902.6,4.046242775
640,E01000670,10,7.361197754,2.474226804,4659.3,7.543103448
641,E01000671,7,10.72607261,3.436123348,4450.2,3.89261745
642,E01000672,9,12.13235294,2.985074627,310.2,3.296703297
643,E01000673,8,7.120743034,2.571770335,371.8,5.654281099
644,E01000674,6,12.9428778,3.72960373,125,3.512014787
645,E01000676,4,12.27758007,2.852926709,2593.1,3.914590747
646,E01000677,7,9.239130435,2.523659306,600.5,4.640718563
647,E01000678,9,9.271978022,1.783783784,433,4.648241206
648,E01000679,8,11.95335277,2.850754612,414.3,3.633491311
649,E01000680,9,13.31908832,3.229737965,5483.4,5.357142857
650,E01000681,10,9.76310122,2.390438247,1121.1,4.47761194
651,E01000682,10,15.41440744,2.866043614,2874.1,4.627539503
652,E01000683,8,14.89992587,3.049853372,2868.3,1.293900185
653,E01000684,10,9.719626168,2.483285578,360.5,4.87804878
654,E01000685,8,15.40265833,4.054054054,3806.2,4.38247012
655,E01000686,9,14.47698745,4.21686747,5608.8,3.93258427
656,E01000687,9,15.00765697,3.897763578,381.4,3.805175038
657,E01000688,10,11.92825112,2.591792657,279.6,2.375565611
658,E01000689,5,18.87096774,6.112469438,235.5,2.642706131
659,E01000690,10,10.60743427,3.45323741,5217.8,4.013015184
660,E01000691,7,18.28571429,4.625407166,2521.5,3.879310345
661,E01000692,8,12.5,2.754491018,568.7,2.770083102
662,E01000693,9,17.76923077,4.701986755,2687.2,3.349282297
663,E01000694,10,11.7679558,3.133159269,3417.5,2.92524377
664,E01000695,10,11.83574879,2.635046113,1720,4.371584699
665,E01000696,10,12.13450292,4.525993884,321.6,3.931623932
666,E01000697,9,7.961564859,2.802690583,239.5,2.218430034
667,E01000698,10,11.52263374,2.600671141,183.9,4.860088365
668,E01000699,5,11.83533448,4.683195592,124,3.429602888
669,E01000700,7,12.91905151,3.884134299,19.7,2.242152466
670,E01000701,8,10.14873141,2.986111111,1354.4,1.917545542
671,E01000702,8,8.497854077,3.002793296,1895,2.721088435
672,E01000703,8,9.043348281,3.639514731,3441.8,3.823529412
673,E01000704,8,13.20914479,3.469387755,296.1,2.547065338
674,E01000705,5,10.9700816,2.876106195,365.4,3.775883069
675,E01000706,7,15.74158326,4.654545455,1940.3,4.073587385
676,E01000707,10,8.500914077,1.855533466,1085.8,4.109589041
677,E01000708,9,11.48904006,3.25443787,4955.2,5.097087379
678,E01000709,7,13.22033898,3.722627737,2905,1.949317739
679,E01000710,9,6.86716792,2.755404833,3401.4,2.711864407
680,E01000711,7,11.95786865,3.033528473,349.3,3.135888502
681,E01000712,9,9.309895833,2.731326644,3685.7,2.831858407
682,E01000713,9,6.743737958,2.920497566,2501,2.242609582
683,E01000714,7,10.22099448,2.859778598,1220.4,2.53968254
684,E01000715,10,11.09634551,2.728823195,2843.9,6.390328152
685,E01000716,10,12.25382932,5.081669691,4238.4,6.32183908
686,E01000717,9,9.776536313,2.582159624,4519.2,6.270627063
687,E01000718,5,12.63803681,3.889158969,3850.3,5.513307985
688,E01000719,4,18.3312263,5.576559546,3656.1,4.43599493
689,E01000720,2,22.31343284,5.271920089,3216.1,3.076923077
690,E01000721,2,23.13559322,6.733167082,236.6,4.373757455
691,E01000722,5,18.08367072,4.385489984,4364.9,4.038772213
692,E01000723,9,22.54174397,4.754230459,2760.8,5
693,E01000724,2,21.51394422,5.73819486,206.3,5.538922156
694,E01000725,4,18.83852691,4.965753425,3176.8,3.260869565
695,E01000726,7,19.36363636,5.291411043,4325.9,4.416403785
696,E01000727,6,18.06451613,4.846335697,921.2,3.001876173
697,E01000728,5,23.35600907,5.961893055,231.8,3.918918919
698,E01000729,2,20.02772003,7.248596223,178.5,2.886597938
699,E01000730,2,23.82022472,5.921416713,76.1,2.389705882
700,E01000731,4,20.70895522,5.426917511,993.9,4.583333333
701,E01000732,8,16.20294599,4.158415842,60.6,4.936014625
702,E01000733,5,17.42770167,5.095923261,50.9,3.284671533
703,E01000734,9,13.8576779,3.602305476,24,3.560209424
704,E01000735,4,22.58606213,4.974160207,31.5,4.112337011
705,E01000736,4,17.34059098,5.803298717,14.2,1.680672269
706,E01000737,3,19.25182482,7.692307692,46.2,3.13283208
707,E01000738,6,20.97953216,5.09478673,9.5,2.554278416
708,E01000739,2,25.54043235,6.380441264,827.4,4.415954416
709,E01000741,5,9.489993544,3.681318681,18.8,2.396804261
710,E01000742,5,13.26530612,3.680981595,370.1,4.104477612
711,E01000743,2,22.94455067,11.08137045,3476,5.033112583
712,E01000744,2,23.0708035,7.63309814,351.2,3.968253968
713,E01000745,5,12.14099217,4.036112586,989.7,4.032258065
714,E01000746,6,10.57057057,3.216229589,94.2,6.262626263
715,E01000747,5,19.39468808,4.484967965,4096.2,5.27027027
716,E01000748,8,19.46902655,3.675163011,3325.3,4.426002766
717,E01000749,8,16.52236652,4.482132041,1779,2.694610778
718,E01000750,3,24.66329966,7.692307692,192.9,4.734411085
719,E01000751,10,12.29461756,2.907488987,334.8,2.666666667
720,E01000752,9,16.16022099,4.519450801,98.7,2.958579882
721,E01000753,10,12.14470284,2.532299742,585.3,1.792573624
722,E01000754,10,12.14689266,2.881355932,2050.8,4.804804805
723,E01000755,10,10.57034221,2.37804878,118,2.965403624
724,E01000756,10,13.66906475,2.75175644,1422.2,3.125
725,E01000757,10,11.94144838,2.864417568,2600.6,3.33863275
726,E01000758,10,9.254498715,3.101309442,1865.5,6.955177743
727,E01000759,10,12.59426848,3.04136253,1170.6,3.675777568
728,E01000760,8,14.01515152,4.358502149,537.2,4.006163328
729,E01000761,10,11.5755627,2.328589909,835.6,3.091397849
730,E01000762,9,9.892473118,2.577319588,573.7,3.212851406
731,E01000763,10,11.45299145,2.783435166,1078.6,3.03030303
732,E01000764,7,14.28571429,4.23775454,2696.8,1.993355482
733,E01000765,9,12.28070175,2.687569989,5990.4,4.952076677
734,E01000766,10,10.4519774,2.205071665,2331.6,3.406326034
735,E01000767,10,10.73876618,2.881667689,1950.7,3.448275862
736,E01000768,9,10.43549712,3.262316911,6343.9,3.237410072
737,E01000769,5,14.19698314,5.255579554,246.7,4.113924051
738,E01000770,10,9.689922481,3.227931489,158.1,3.121248499
739,E01000771,10,11.12793338,2.579484103,1936.7,4.360056259
740,E01000772,10,13.11111111,3.860759494,3745.5,3.425774878
741,E01000773,10,11.53225806,2.835538752,515,2.941176471
742,E01000774,8,14.99148211,3.189368771,3574.9,3.118908382
743,E01000775,9,11.59580342,3.105861767,4929.7,3
744,E01000777,10,10.84718923,2.331288344,3391.2,4.948805461
745,E01000778,7,15.89861751,3.507692308,2645.4,5.976676385
746,E01000779,7,13.82608696,3.928571429,2373.2,4.841402337
747,E01000780,4,19.21875,5.210918114,5051.5,6.147540984
748,E01000781,3,20.23608769,5.672402804,2479.4,2.81030445
749,E01000782,2,25.66069906,7.896440129,582.4,3.501945525
750,E01000783,3,21.52721365,5.230769231,524.6,2.336028751
751,E01000784,8,13.2122213,2.825947335,2411.6,3.423423423
752,E01000785,3,21.61936561,6.662436548,12.9,2.469135802
753,E01000786,9,13.38645418,4.654346338,7.9,1.83639399
754,E01000787,5,23.24632953,6.275303644,7.4,2.717900656
755,E01000788,6,18.16074189,4.390847248,32.1,2.516940949
756,E01000789,1,20.73732719,6.460224239,686.3,2.21402214
757,E01000790,7,10.72164948,2.786242926,26.3,2.338376891
758,E01000791,8,17.71159875,4.761904762,72.5,1.963746224
759,E01000792,6,14.11462789,3.843605036,122.5,3.721841332
760,E01000793,10,13.90374332,3.078896729,4922.7,4.138594803
